btc_price
245
245
245
244.92
244.25
244.99
244
244
244
243.95
243.95
243.95
243.6
243.6
243.6
243.6
243.6
243.6
243.6
243.6
243.6
243.6
243.6
243.63
243.63
244
244
244
244
243.7
243.7
244.06
249.97
245.39
245.39
245.39
245.39
245.54
245.51
245.51
245.45
245.45
245.45
245.45
245.45
245.45
245.45
244.6
244.6
245.18
245.18
245.37
245.37
245.37
245.37
245.37
245.37
245.75
245.75
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.3
246.5
248.24
248.24
248.24
248.24
247.77
248.24
249.5
249
249
249
248.98
248.71
248.71
248.71
248.71
248.71
248.71
248.71
247.72
247.72
247.62
247.62
247.62
247.91
247.62
247.62
247.6
247.6
247.6
247.6
247.6
247.24
247.1
245.75
245.75
245.75
245.75
246.4
248
248.3
248.3
248.3
252.87
251.45
251.45
251.35
250.8
250.28
250
249.92
250.35
250.35
250.35
250
250.42
251.08
251
251
251
250.7
250.89
250.89
251
251.15
251.15
251.15
251.15
251.15
251.53
251.53
253
253.63
254.55
254.32
253.92
254.19
254.07
254.19
253
253
253
255
254.59
254.59
255.9
255.9
255.9
253.64
255.47
255.47
255.47
255.47
255.47
255.45
255.31
255
255.4
256.25
258.86
256.33
255.2
255.2
255.31
255.31
255.13
256.63
257.19
258.98
258.98
258.98
256.21
256.21
260
259.2
259.2
261.5
263
263
265.42
268.83
268.66
269.99
265.7
263.05
263.1
263.25
264
264.38
265.18
270
270
274.6
270.91
274.58
269.87
274.19
274.19
274.19
274.19
274.14
274.14
274
273.5
271.16
271.16
270
268
267.71
270
272.47
272.47
274.39
274.5
271.65
269.26
274.22
274.22
274.45
274.45
274.66
274.66
272.44
272.44
272.44
272.44
268.5
268.75
267.75
267.75
264.02
264.02
264.02
268.46
268.46
268.46
268.46
268.46
269.99
269.99
269.99
269.99
269.99
269.99
269.99
269.99
269.99
269.99
268.81
267.39
267.89
268.5
274.77
270
268.51
272.5
265.06
272.5
266.02
266.33
266.89
270.3
270.3
273.87
270.99
266.89
266.89
266.89
268.38
268.38
273.87
273.87
273.87
268.76
271.12
275.99
275.99
270.97
272.35
274
274.42
272
272.1
272
272.25
272.25
272.5
272.5
272.47
272.47
272.47
272.47
272.45
272.45
269.5
272
272.1
272
271.5
271.5
271.5
271.3
271.25
271.25
271.93
272
271.64
272
271.26
271.26
271.5
271.5
271.5
271.5
271.63
271.7
273
275
277.05
279.98
278.87
278.88
278.77
278.7
276.62
276.75
276.75
276.74
276.85
276.92
276.89
276.92
276.92
278.3
278.33
278.25
276.92
279.89
279.88
279.88
280.28
279.87
279.87
279.87
279.86
279.86
281
280.91
280.89
280.89
280.51
280.89
280.19
280.19
280.19
280.25
280.25
280.25
280.23
281.78
281.62
280.97
280.97
280.97
280.97
280.97
280.97
281.38
281.42
281.42
281.42
283.42
283.42
281.3
281.3
281.3
281.14
282.64
283.04
285
287
286.92
287.01
290
289.4
294.46
294.1
294.1
294.1
294.1
294.1
294.1
294.1
293.87
295
296
296.22
296.22
294.59
294.59
294
287.39
291
285.01
285.01
287.59
284.98
285
283.99
283.99
283.99
283.99
283.99
286.19
286.19
286.19
286.19
284.55
284.55
288.89
290
288.89
288.89
286
288.91
288.54
288.54
288.54
289
291.25
290
291.69
290.78
290.66
290.33
290.33
290.33
290.33
290.99
291.7
292.5
294.98
294.99
294
294.69
294.7
294.82
295
295
298.38
298.22
298.22
298.2
298.38
298.38
298.38
301.3
301.3
301.29
301.29
301.29
303.85
301.29
303.75
305.59
306.5
307.8
308.5
307.8
299.2
299.2
299.2
303.73
303.45
307.05
307.1
307
305.14
305.53
306.99
307
307.14
307.14
307.35
308.74
312
312.07
312.07
307.79
315
315
320.01
320
314.75
314.89
314.06
314.06
314.89
314.89
314.89
317.57
328.8
329.92
329.93
333
330
333
343
343
332.9
333.18
332.9
317.86
327
330
325.28
325.79
329.98
334.17
330.35
321.8
323
323
330.36
336.69
333.5
333.01
334.89
327
325.89
332.73
332.73
332.73
332.73
327.64
327.64
327.64
327.64
327.64
317.52
322.86
315.94
315
314
310
316.11
315
315
319.79
319.79
319
315.14
319.8
322.67
322.67
322.67
322.67
319.55
321
321
321
321
321
320
316.35
314.87
314.87
319.27
321.6
327.66
329.99
330
329.99
326.1
326.1
328
330
332.96
332.96
332.96
332.99
332.99
335.42
338
340
341
336.17
336.58
336.65
336.61
342.74
350
355
362
363.96
363
363.9
365.6
369.89
375
377.02
380.01
370.23
370.67
374.65
374.65
374.46
375.95
390.95
394.97
392
394.96
399.11
415.99
420.98
398.85
399
397
402.5
404.09
408.18
421
424.66
439
449.08
442.99
433.49
443.94
441.58
443.52
459.92
477.75
493
496.77
492.45
483.53
475.25
472
461.63
465.08
468.78
420
394.79
415
411
429.25
429.51
441.95
414.73
394.59
390.01
388.19
375
374.4
392.01
405
401.8
400
395.07
389.22
399.25
398.8
405.24
413.6
404.67
411.99
395
388
376.63
384.99
363.28
367.49
355
360
360
388
372.32
372.27
370.47
372.33
380
375.72
373.78
387.18
397.01
395
395.99
366.73
376.99
375
379.98
376
381
376.75
379.64
374.97
382
382
385.12
381.9
385.19
384.28
390
385.9
385.9
391.83
388
383.5
383
382.98
389.2
385.1
385
385
388.13
387
383.67
383.67
389.61
389.61
387.25
387.25
387.25
377.77
377.77
386.44
386.44
386.44
386.89
386.89
386.89
386.58
386.58
384
381.51
381.51
383.86
370
377
369.24
369.5
365
368.81
369.07
368
368
367.63
367.63
370
371
371
386.79
385
379.74
383.37
384
377
372.92
377.91
382.87
380
379.94
383
377.1
370
370
376.99
377
377
379.93
378
379.66
378.45
377.72
377.6
374.12
374.38
376.46
355.01
351.43
358.18
352.36
353.5
354
346.93
331
344.8
336.46
335.89
327.86
311
311
314.08
309.01
314.2
311.2
322
323.48
326.61
326.61
326.61
323.9
314
307.59
307.99
308.92
309
309
312.99
310
306
310
314.5
317.73
317.96
320
320.71
324.95
330.2
332
333.37
344.8
343.31
329.45
334
325
326
326
331
331
328.29
328.04
328.12
329.69
335.9
340
340
340
340
337.87
337.91
340
338.04
334.97
329
331.04
329.12
327.14
348
330.14
330.14
331
330.05
331
333
333
333
334
339.65
337.08
336.5
332.92
337.6
340
340
340
340
340
340
340
337.6
337.6
337.6
337.6
337.6
337.6
337.6
333.58
338
335.15
341
343.51
343.51
349.99
351.15
351.16
337.69
337.69
333.58
333.58
334.22
334.22
336
336
336
334.03
336
331
354.99
345.64
342.98
323.41
322.2
322
332
320.96
324.96
320.82
324.99
318.52
316
324.06
324.06
324.06
324.06
322.53
320.28
320.28
320.28
320.28
320.28
325
321.97
321.54
321.01
331.77
332.83
335.17
330
336.99
336.99
334.99
334.61
338.99
339
337.37
335.51
332
333.01
333.01
333.01
333.09
333.09
333.01
339.56
339.7
333
336
334.51
334.6
335.7
338
335.49
334.5
336
335.5
335.41
335.9
334.36
335.36
335.36
330.01
331.9
330.15
330.15
330.15
330.15
330.15
334
335.37
334.24
332.9
332.9
333
332.9
333
334.25
336.6
334.9
332.9
333.5
335.75
332.8
332.8
334.1
332.23
332
332.6
332.6
332.6
332.6
333.47
327.5
327.2
328
326.24
325.9
327.99
326.16
328
328
328
327.13
325.01
318.88
316.03
311.01
318
319.04
317.98
317.98
317.09
319.39
320
323.6
323.37
325
323.6
320.86
324.99
323.92
323.59
320
320
321
321.48
320.51
321
320.5
320.99
321
321
323.88
325.31
326.99
327.33
326.81
327.59
326.29
326.73
327.23
326.89
324.64
325.25
325.93
326.55
325.84
324.73
325.34
325.98
325.22
327.59
326
326.39
326.14
326.22
328.75
328.75
325.48
327.51
326.43
326.43
326.43
324.92
324.22
320.99
323.46
324.19
324.19
324.19
323.07
322.47
323.07
324.49
324.38
324.37
324
324
324.17
324.17
324.17
321.91
321.91
323.59
323.76
323.76
323.76
323.76
323.76
323.76
326
325.97
325
325.5
325.51
325.8
323.98
324.97
322.87
323.09
321.52
321.87
319.59
320.11
319.61
319.61
319.61
319.94
320.74
320.3
320.3
320.9
320.9
320.74
321
321.12
321.99
322.19
322.01
320.99
319.68
321
319.61
317.52
317.52
319.22
317.9
315.21
315.21
320.98
320.98
320.98
320.98
317.33
317.33
324.99
323.07
325.52
323.72
325.82
324.4
326.99
326.01
329
330
328.01
327.5
327.58
334.93
332
329.98
329.98
332
332.5
334.79
335.01
341.87
339
347.5
355
353.29
353.79
352.06
345
342
343.27
350
343.05
345.87
351
350.28
355.78
350.17
351.69
350.82
350.82
348.79
348.79
350.34
350.33
360.03
361.13
361.13
359.13
359.91
355.91
352.01
356.44
360.01
365
361.5
358
358.53
363.98
360
359.26
352
358.49
355.13
353.78
355
359.99
356.17
356.17
356.89
353.9
354.57
354.25
352.96
352.53
352.53
353.78
354
357
357
357.2
357.5
357.5
355.33
357
357
357
357
357.01
354.01
354.55
355.41
355.41
357
357
357
360
359.47
359.46
359.85
363.38
363.39
364.98
362.59
362.2
365
366.69
373
370
380
377.11
375.85
373.87
374.5
377
377
377
378.23
379
377.75
377.52
377.52
375
375.72
377
373.01
375.01
375
377
375
376.23
380.99
377.2
377.37
377.02
376.58
377.32
376.1
377.2
376.32
376.77
360.01
364.3
360.83
360.45
364.34
361.85
362
364.56
360.87
359.01
364
363.05
361.76
363
364
363.9
352
349
352.45
352.52
352.19
353.81
353.81
354.76
354.78
352.37
352.37
352.37
351.79
351.79
359.5
358.3
359
363
359.25
359.25
360.99
361.99
361
361.01
359.9
359.56
362.44
365.21
368.94
369.14
363.41
364.99
360.92
363.5
358.38
360
361
362.19
362
359
360.1
364
364
363.02
363.82
361.06
362.6
363
362.5
356.63
356
358.5
360
360
360
361
359.99
359
360.01
358.78
359.56
359.56
361
363
364.48
362.06
361.45
363.81
362
363.25
359.45
362.64
362.6
366.49
367.31
369.2
371.37
371
374.35
372.58
371
371.34
379
381.43
375.84
377.94
372.4
377.05
377.44
378.04
376.53
376.53
377.95
